"","ID","P.value","Significant","Expression.profile","VEG","MEI","FRG","DEV1","DEV2.3","DEV4"
"35307","PTET.51.1.G0860007","0,002218743","YES","Late induction","13,50076435","20,84735805","34,96659644","25,98576946","42,90901536","33,48490416"
"35308","PTET.51.1.G0860013","3,94E-030","YES","Intermediate peak","84,33302573","225,9317438","5488,163156","8271,830752","3452,95788","2460,381614"
"35309","PTET.51.1.G0860016","5,82E-003","YES","Late repression","214,9501365","208,6934253","497,74043","441,127082","100,9480329","132,6603551"
"35310","PTET.51.1.G0860017","5,63E-008","YES","Early peak","489,0802327","2361,550846","1136,488248","881,3716348","148,0319843","312,2307787"
"35311","PTET.51.1.G0860018","6,68E-008","YES","Early peak","71,30513552","300,761981","220,5324176","273,1667606","23,76968183","27,63239186"
"35312","PTET.51.1.G0860021","1,06E-004","YES","Early repression","1003,974928","501,7477758","330,3777775","403,8630252","383,0270502","308,1119332"
"35313","PTET.51.1.G0860022","2,26E-014","YES","Early repression","1032,718638","102,1945328","102,8806608","86,21116043","152,5894008","118,4191908"
"35314","PTET.51.1.G0860023","4,34E-012","YES","Early repression","1112,310025","290,2909792","275,7414713","314,9274234","371,7926959","301,2250105"
"35315","PTET.51.1.G0860027","4,38E-006","YES","Late repression","1140,654595","862,486258","1239,184395","1365,975095","364,8518881","428,0120717"
"35316","PTET.51.1.G0860028","1,66E-004","YES","Late induction","0","16,14425649","13,53325758","33,91179891","60,79929149","9,108384956"
"35317","PTET.51.1.G0860029","2,19E-012","YES","Late repression","124,97143","464,0554657","326,337075","256,9959499","13,53186806","23,25454892"
"35318","PTET.51.1.G0860030","3,34E-042","YES","Late induction","58,89537064","183,6023911","248,1450772","570,539745","2143,983636","544,0716647"
"35319","PTET.51.1.G0860031","1,24E-005","YES","Late induction","2,355739163","9,503283225","4,140922118","28,8861339","142,8588383","10,75701353"
"35320","PTET.51.1.G0860032","2,81E-004","YES","Late repression","5686,141887","4955,94034","2816,848613","1488,792402","1365,670928","1312,537468"
"35321","PTET.51.1.G0860040","1,97E-020","YES","Late peak","43,22937714","72,35372252","193,1769447","226,1485553","336,1659638","142,1545217"
"35322","PTET.51.1.G0860041","0,006340813","YES","Late induction","14,04979377","36,22258425","39,94100424","38,98313047","54,10112663","57,75207003"
